STT,Block Type,Block,Type,Layer Name,In Channels,Out Channels,Resolution (HxW),OFM,OFM_SIZE (byte),OFM_TYPE,IFM,IFM_SIZE (byte),IFM_TYPE,Weight Shape,Weight Params,Weight Size (Byte),kernel,padding,stride,Weight Storage DType,Weight Notes
888,,,Gather,/Generator/upconv_block3/upconv_block3.1/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
889,,,ReduceProd,/Generator/upconv_block3/upconv_block3.1/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
890,,,Sub,/Generator/upconv_block3/upconv_block3.1/Sub,120,120,128x128,"[1, 120, 128, 128]",3932160,float16,"[1, 120, 128, 128]",3932160,float16,N/A,0,0,,,,N/A,
891,,,Mul,/Generator/upconv_block3/upconv_block3.1/Mul,120,120,128x128,"[1, 120, 128, 128]",3932160,float16,"[1, 120, 128, 128]",3932160,float16,N/A,0,0,,,,N/A,
892,,,ReduceMean,/Generator/upconv_block3/upconv_block3.1/ReduceMean_2,120,1,128x128,"[1, 1, 128, 128]",32768,float16,"[1, 120, 128, 128]",3932160,float16,N/A,0,0,,,,N/A,
893,,,Cast,/Generator/upconv_block3/upconv_block3.1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
894,,,Mul,/Generator/upconv_block3/upconv_block3.1/Mul_1,1,1,128x128,"[1, 1, 128, 128]",32768,float16,"[1, 1, 128, 128]",32768,float16,N/A,0,0,,,,N/A,
895,,,Sub,/Generator/upconv_block3/upconv_block3.1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
896,,,Div,/Generator/upconv_block3/upconv_block3.1/Div,1,1,128x128,"[1, 1, 128, 128]",32768,float16,"[1, 1, 128, 128]",32768,float16,N/A,0,0,,,,N/A,
897,,,Sub,/Generator/upconv_block3/upconv_block3.1/Sub_2,120,120,128x128,"[1, 120, 128, 128]",3932160,float16,"[1, 120, 128, 128]",3932160,float16,N/A,0,0,,,,N/A,
898,,,Add,/Generator/upconv_block3/upconv_block3.1/Add,1,1,128x128,"[1, 1, 128, 128]",32768,float16,"[1, 1, 128, 128]",32768,float16,N/A,0,0,,,,N/A,
899,,,Sqrt,/Generator/upconv_block3/upconv_block3.1/Sqrt,1,1,128x128,"[1, 1, 128, 128]",32768,float16,"[1, 1, 128, 128]",32768,float16,N/A,0,0,,,,N/A,
900,,,Div,/Generator/upconv_block3/upconv_block3.1/Div_1,N/A,1,N/A,"[1, 1, 128, 128]",32768,float16,[],2,float16,N/A,0,0,,,,N/A,
901,,,Mul,/Generator/upconv_block3/upconv_block3.1/Mul_2,120,120,128x128,"[1, 120, 128, 128]",3932160,float16,"[1, 120, 128, 128]",3932160,float16,N/A,0,0,,,,N/A,
902,,,Mul,/Generator/upconv_block3/upconv_block3.1/Mul_3,N/A,120,N/A,"[1, 120, 128, 128]",3932160,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
903,,,Add,/Generator/upconv_block3/upconv_block3.1/Add_1,120,120,128x128,"[1, 120, 128, 128]",3932160,float16,"[1, 120, 128, 128]",3932160,float16,"[1, 120, 1, 1]",120,240,,,,float16,
904,,,Relu,/Generator/upconv_block3/upconv_block3.2/Relu,120,120,128x128,"[1, 120, 128, 128]",3932160,float16,"[1, 120, 128, 128]",3932160,float16,N/A,0,0,,,,N/A,
905,,upconv_block4,ConvTranspose3x3,/Generator/upconv_block4/upconv_block4.0/ConvTranspose,120,60,128x128,"[1, 60, 256, 256]",7864320,float16,"[1, 120, 128, 128]",3932160,float16,"[120, 60, 3, 3]",64800,129600,"[3, 3]","[1, 1, 1, 1]","[2, 2]",float16,weight=initializer
906,,,ReduceMean,/Generator/upconv_block4/upconv_block4.1/ReduceMean,60,1,256x256,"[1, 1, 256, 256]",131072,float16,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
907,,,ReduceMean,/Generator/upconv_block4/upconv_block4.1/ReduceMean_1,60,1,256x256,"[1, 1, 256, 256]",131072,float16,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
908,,,Shape,/Generator/upconv_block4/upconv_block4.1/Shape,60,N/A,256x256,[4],32,int64,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
909,,,Gather,/Generator/upconv_block4/upconv_block4.1/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
910,,,ReduceProd,/Generator/upconv_block4/upconv_block4.1/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
911,,,Sub,/Generator/upconv_block4/upconv_block4.1/Sub,60,60,256x256,"[1, 60, 256, 256]",7864320,float16,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
912,,,Mul,/Generator/upconv_block4/upconv_block4.1/Mul,60,60,256x256,"[1, 60, 256, 256]",7864320,float16,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
913,,,ReduceMean,/Generator/upconv_block4/upconv_block4.1/ReduceMean_2,60,1,256x256,"[1, 1, 256, 256]",131072,float16,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
914,,,Cast,/Generator/upconv_block4/upconv_block4.1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
915,,,Mul,/Generator/upconv_block4/upconv_block4.1/Mul_1,1,1,256x256,"[1, 1, 256, 256]",131072,float16,"[1, 1, 256, 256]",131072,float16,N/A,0,0,,,,N/A,
916,,,Sub,/Generator/upconv_block4/upconv_block4.1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
917,,,Div,/Generator/upconv_block4/upconv_block4.1/Div,1,1,256x256,"[1, 1, 256, 256]",131072,float16,"[1, 1, 256, 256]",131072,float16,N/A,0,0,,,,N/A,
918,,,Sub,/Generator/upconv_block4/upconv_block4.1/Sub_2,60,60,256x256,"[1, 60, 256, 256]",7864320,float16,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
919,,,Add,/Generator/upconv_block4/upconv_block4.1/Add,1,1,256x256,"[1, 1, 256, 256]",131072,float16,"[1, 1, 256, 256]",131072,float16,N/A,0,0,,,,N/A,
920,,,Sqrt,/Generator/upconv_block4/upconv_block4.1/Sqrt,1,1,256x256,"[1, 1, 256, 256]",131072,float16,"[1, 1, 256, 256]",131072,float16,N/A,0,0,,,,N/A,
921,,,Div,/Generator/upconv_block4/upconv_block4.1/Div_1,N/A,1,N/A,"[1, 1, 256, 256]",131072,float16,[],2,float16,N/A,0,0,,,,N/A,
922,,,Mul,/Generator/upconv_block4/upconv_block4.1/Mul_2,60,60,256x256,"[1, 60, 256, 256]",7864320,float16,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
923,,,Mul,/Generator/upconv_block4/upconv_block4.1/Mul_3,N/A,60,N/A,"[1, 60, 256, 256]",7864320,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
924,,,Add,/Generator/upconv_block4/upconv_block4.1/Add_1,60,60,256x256,"[1, 60, 256, 256]",7864320,float16,"[1, 60, 256, 256]",7864320,float16,"[1, 60, 1, 1]",60,120,,,,float16,
925,,,Relu,/Generator/upconv_block4/upconv_block4.2/Relu,60,60,256x256,"[1, 60, 256, 256]",7864320,float16,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
926,,conv_block_out,Pad,/Generator/conv_block_out/post_pad/Pad,60,60,256x256,"[1, 60, 262, 262]",8237280,float16,"[1, 60, 256, 256]",7864320,float16,N/A,0,0,,,,N/A,
927,,,Conv7x7,/Generator/conv_block_out/conv_block_out.1/Conv,60,3,262x262,"[1, 3, 256, 256]",393216,float16,"[1, 60, 262, 262]",8237280,float16,"[3, 60, 7, 7]",8820,17640,"[7, 7]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
928,Clip,,Clip,/Clip,3,3,256x256,"[1, 3, 256, 256]",393216,float16,"[1, 3, 256, 256]",393216,float16,N/A,0,0,,,,N/A,
929,Clip_cast_to_output,,Cast,/Clip_cast_to_output,3,3,256x256,"[1, 3, 256, 256]",393216,float16,"[1, 3, 256, 256]",393216,float16,N/A,0,0,,,,N/A,
930,__io_cast_out__output,,Cast,__io_cast_out__output,3,3,256x256,"[1, 3, 256, 256]",786432,float32,"[1, 3, 256, 256]",393216,float16,N/A,0,0,,,,N/A,
